name,title
vq4_a5_6,苗栗縣旅遊景點6
vq4_a5_7,苗栗縣旅遊景點7
vq4_a5_8,苗栗縣旅遊景點8
vq4_a5_9,苗栗縣旅遊景點9
vq4_a5_10,苗栗縣旅遊景點10
vq4_a6_1,彰化縣旅遊景點1
vq4_a6_2,彰化縣旅遊景點2
vq4_a6_3,彰化縣旅遊景點3
vq4_a6_4,彰化縣旅遊景點4
vq4_a6_5,彰化縣旅遊景點5
vq4_a6_6,彰化縣旅遊景點6
vq4_a6_7,彰化縣旅遊景點7
vq4_a6_8,彰化縣旅遊景點8
vq4_a6_9,彰化縣旅遊景點9
vq4_a6_10,彰化縣旅遊景點10
vq4_a7_1,南投縣旅遊景點1
vq4_a7_2,南投縣旅遊景點2
vq4_a7_3,南投縣旅遊景點3
vq4_a7_4,南投縣旅遊景點4
vq4_a7_5,南投縣旅遊景點5
vq4_a7_6,南投縣旅遊景點6
vq4_a7_7,南投縣旅遊景點7
vq4_a7_8,南投縣旅遊景點8
vq4_a7_9,南投縣旅遊景點9
vq4_a7_10,南投縣旅遊景點10
vq4_a8_1,雲林縣旅遊景點1
vq4_a8_2,雲林縣旅遊景點2
vq4_a8_3,雲林縣旅遊景點3
vq4_a8_4,雲林縣旅遊景點4
vq4_a8_5,雲林縣旅遊景點5
vq4_a8_6,雲林縣旅遊景點6
vq4_a8_7,雲林縣旅遊景點7
vq4_a8_8,雲林縣旅遊景點8
vq4_a8_9,雲林縣旅遊景點9
vq4_a8_10,雲林縣旅遊景點10
vq4_a9_1,嘉義縣旅遊景點1
vq4_a9_2,嘉義縣旅遊景點2
vq4_a9_3,嘉義縣旅遊景點3
vq4_a9_4,嘉義縣旅遊景點4
vq4_a9_5,嘉義縣旅遊景點5
vq4_a9_6,嘉義縣旅遊景點6
vq4_a9_7,嘉義縣旅遊景點7
vq4_a9_8,嘉義縣旅遊景點8
vq4_a9_9,嘉義縣旅遊景點9
vq4_a9_10,嘉義縣旅遊景點10
vq4_a10_1,屏東縣旅遊景點1
vq4_a10_2,屏東縣旅遊景點2
vq4_a10_3,屏東縣旅遊景點3
vq4_a10_4,屏東縣旅遊景點4
vq4_a10_5,屏東縣旅遊景點5
vq4_a10_6,屏東縣旅遊景點6
vq4_a10_7,屏東縣旅遊景點7
vq4_a10_8,屏東縣旅遊景點8
vq4_a10_9,屏東縣旅遊景點9
vq4_a10_10,屏東縣旅遊景點10
vq4_a11_1,台東縣旅遊景點1
vq4_a11_2,台東縣旅遊景點2
vq4_a11_3,台東縣旅遊景點3
vq4_a11_4,台東縣旅遊景點4
vq4_a11_5,台東縣旅遊景點5
vq4_a11_6,台東縣旅遊景點6
vq4_a11_7,台東縣旅遊景點7
vq4_a11_8,台東縣旅遊景點8
vq4_a11_9,台東縣旅遊景點9
vq4_a11_10,台東縣旅遊景點10
vq4_a12_1,花蓮縣旅遊景點1
vq4_a12_2,花蓮縣旅遊景點2
vq4_a12_3,花蓮縣旅遊景點3
vq4_a12_4,花蓮縣旅遊景點4
vq4_a12_5,花蓮縣旅遊景點5
vq4_a12_6,花蓮縣旅遊景點6
vq4_a12_7,花蓮縣旅遊景點7
vq4_a12_8,花蓮縣旅遊景點8
vq4_a12_9,花蓮縣旅遊景點9
vq4_a12_10,花蓮縣旅遊景點10
vq4_a13_1,澎湖縣旅遊景點1
vq4_a13_2,澎湖縣旅遊景點2
vq4_a13_3,澎湖縣旅遊景點3
vq4_a13_4,澎湖縣旅遊景點4
vq4_a13_5,澎湖縣旅遊景點5
vq4_a13_6,澎湖縣旅遊景點6
vq4_a13_7,澎湖縣旅遊景點7
vq4_a13_8,澎湖縣旅遊景點8
vq4_a13_9,澎湖縣旅遊景點9
vq4_a13_10,澎湖縣旅遊景點10
vq4_a14_1,基隆市旅遊景點1
vq4_a14_2,基隆市旅遊景點2
vq4_a14_3,基隆市旅遊景點3
vq4_a14_4,基隆市旅遊景點4
vq4_a14_5,基隆市旅遊景點5
vq4_a14_6,基隆市旅遊景點6
vq4_a14_7,基隆市旅遊景點7
vq4_a14_8,基隆市旅遊景點8
vq4_a14_9,基隆市旅遊景點9
vq4_a14_10,基隆市旅遊景點10
vq4_a15_1,新竹市旅遊景點1
vq4_a15_2,新竹市旅遊景點2
vq4_a15_3,新竹市旅遊景點3
vq4_a15_4,新竹市旅遊景點4
vq4_a15_5,新竹市旅遊景點5
vq4_a15_6,新竹市旅遊景點6
vq4_a16_1,台中市旅遊景點1
vq4_a16_2,台中市旅遊景點2
vq4_a16_3,台中市旅遊景點3
vq4_a16_4,台中市旅遊景點4
vq4_a16_5,台中市旅遊景點5
vq4_a16_6,台中市旅遊景點6
vq4_a16_7,台中市旅遊景點7
vq4_a16_8,台中市旅遊景點8
vq4_a16_9,台中市旅遊景點9
vq4_a16_10,台中市旅遊景點10
vq4_a17_1,嘉義市旅遊景點1
vq4_a17_2,嘉義市旅遊景點2
vq4_a17_3,嘉義市旅遊景點3
vq4_a17_4,嘉義市旅遊景點4
vq4_a17_5,嘉義市旅遊景點5
vq4_a17_6,嘉義市旅遊景點6
vq4_a17_7,嘉義市旅遊景點7
vq4_a17_8,嘉義市旅遊景點8
vq4_a18_1,台南市旅遊景點1
vq4_a18_2,台南市旅遊景點2
vq4_a18_3,台南市旅遊景點3
vq4_a18_4,台南市旅遊景點4
vq4_a18_5,台南市旅遊景點5
vq4_a18_6,台南市旅遊景點
vq4_a18_7,台南市旅遊景點7
vq4_a18_8,台南市旅遊景點8
vq4_a18_9,台南市旅遊景點9
vq4_a18_10,台南市旅遊景點10
vq4_a19_1,台北市旅遊景點1
vq4_a19_2,台北市旅遊景點2
vq4_a19_3,台北市旅遊景點3
vq4_a19_4,台北市旅遊景點4
vq4_a19_5,台北市旅遊景點6
vq4_a19_6,台北市旅遊景點6
vq4_a19_7,台北市旅遊景點7
vq4_a19_8,台北市旅遊景點8
vq4_a19_9,台北市旅遊景點9
vq4_a19_10,台北市旅遊景點10
vq4_a20_1,高雄市旅遊景點1
vq4_a20_2,高雄市旅遊景點2
vq4_a20_3,高雄市旅遊景點3
vq4_a20_4,高雄市旅遊景點4
vq4_a20_5,高雄市旅遊景點5
vq4_a20_6,高雄市旅遊景點6
vq4_a20_7,高雄市旅遊景點7
vq4_a20_8,高雄市旅遊景點8
vq4_a20_9,高雄市旅遊景點9
vq4_a20_10,高雄市旅遊景點10
vq4_a21_1,金門縣旅遊景點1
vq4_a21_2,金門縣旅遊景點2
vq4_a21_3,金門縣旅遊景點3
vq4_a21_4,金門縣旅遊景點4
vq4_a21_5,金門縣旅遊景點5
vq4_a21_6,金門縣旅遊景點6
vq4_a21_7,金門縣旅遊景點7
vq4_a21_8,金門縣旅遊景點8
vq4_a21_9,金門縣旅遊景點9
vq4_a21_10,金門縣旅遊景點10
vq4_a22_1,連江縣旅遊景點1
vq4_a22_2,連江縣旅遊景點2
vq4_a22_3,連江縣旅遊景點3
vq4_a22_4,連江縣旅遊景點4
vq4_a22_5,連江縣旅遊景點5
vq4_a22_6,連江縣旅遊景點6
vq4_a22_7,連江縣旅遊景點7
vq4_a22_8,連江縣旅遊景點8
vq4_a22_9,連江縣旅遊景點9
vq4_a22_10,連江縣旅遊景點10
vq5,旅遊利用日期
vq5a,利用何種國定假日
vq5b,利用何種平常日
vq6,旅遊天數
vq6a,旅遊夜數
vq7,旅遊主要住宿方式
vq7a,住宿房間美日之住宿費
vq7b,住宿房間人數
vq7c_1,住宿縣市1
vq7c_2,住宿縣市2
vq7c_3,住宿縣市3
vq7c_4,住宿縣市4
vq7c_5,住宿縣市5
vq7c_6,住宿縣市6
vq7c_7,住宿縣市7
vq7c_8,住宿縣市8
vq7c_9,住宿縣市9
vq7c_10,住宿縣市10
vq8,旅遊主要目的
vq9,旅遊方式
vq9_1_1,付費購買其他旅遊行程產品1
vq9_1_2,付費購買其他旅遊行程產品2
vq9_1_3,付費購買其他旅遊行程產品3
vq9_2,旅遊是不是由旅行社承辦
vq9_3_1,選擇參加套裝旅遊的原因1
vq9_3_2,選擇參加套裝旅遊的原因2
vq9_3_3,選擇參加套裝旅遊的原因3
vq9_3_4,選擇參加套裝旅遊的原因4
vq9_3_5,選擇參加套裝旅遊的原因5
vq9_4_1,選擇該旅行社的原因1
vq9c_2,選擇該旅行社的原因2
vq9c_3,選擇該旅行社的原因3
vq9c_4,選擇該旅行社的原因4
vq9c_5,選擇該旅行社的原因5
vq10_1,旅遊主要的交通工具1
vq10_2,旅遊主要的交通工具2
vq10_3,旅遊主要的交通工具3
vq10_4,旅遊主要的交通工具4
vq10_5,旅遊主要的交通工具5
vq10_6,旅遊主要的交通工具6
vq10_7,旅遊主要的交通工具7
vq10a_1,公民營客運種類1
vq10a_2,公民營客運種類2
vq10b_1,出租汽機車種類1
vq10b_2,出租汽機車種類2
vq10c_1,遊覽車種類1
vq10c_2,遊覽車種類2
vq11,旅遊有沒有同伴
vq11a,同伴中同戶12歲及以上的家人數
vq11b,同伴中同戶7歲-11歲的家人數
vq11c,同伴中同戶0歲-6歲的家人數
vq13_1,選擇旅遊地點時第一主要的考慮因素
vq13_2,選擇旅遊地點時第二主要的考慮因素
vq13_3,選擇旅遊地點時第三主要的考慮因素
vq14_1,旅遊的相關資訊來源1
vq14_2,旅遊的相關資訊來源2
vq14_3,旅遊的相關資訊來源3
vq14_4,旅遊的相關資訊來源4
vq14_5,旅遊的相關資訊來源5
vq14_6,旅遊的相關資訊來源6
vq15,這次旅遊有沒有使用在網路上訂購旅遊的相關產品
vq15a_1,使用的旅遊相關產品1
vq15a_2,使用的旅遊相關產品2
vq15a_3,使用的旅遊相關產品3
vq15a_4,使用的旅遊相關產品4
vq15a_5,使用的旅遊相關產品5
vq15a_6,使用的旅遊相關產品6
vq16_1,旅遊主要從事哪些活動項目1
vq16_2,旅遊主要從事哪些活動項目2
vq16_3,旅遊主要從事哪些活動項目3
vq16_4,旅遊主要從事哪些活動項目4
vq16_5,旅遊主要從事哪些活動項目5
vq16_6,旅遊主要從事哪些活動項目6
vq16_7,旅遊主要從事哪些活動項目7
vq16_8,旅遊主要從事哪些活動項目8
vq16_9,旅遊主要從事哪些活動項目9
vq16_10,旅遊主要從事哪些活動項目10
vq16a,旅遊主要從事的活動項目中，最喜歡的遊憩活動
vb1,年齡
vb2,教育程度
vb3,職業
vb4,婚姻狀況
vb5,個人每月平均所得
vb6,居住縣市
vb7,性別
weight_Q6,旅次權數
