"name","title"
"vq21","有沒有因為出國旅遊而減少國內旅遊次數？"
"vq31","出國旅遊受新冠肺炎疫情的影響為?"
"vb1","年齡"
"vb2","教育程度"
"vb3","職業"
"vb4","婚姻狀況"
"vb5","個人每月平均所得"
"vb6","居住縣市"
"vb7","受訪者性別"
"weight","weight國內旅客權數"
