name,title
vq17a6_5,6.請問您對這些地方的餐飲設施不滿意的原因5
vq17a7_1,7.請問您對這些地方的盥洗室清潔與便利不滿意的原因1
vq17a7_2,7.請問您對這些地方的盥洗室清潔與便利不滿意的原因2
vq17a7_3,7.請問您對這些地方的盥洗室清潔與便利不滿意的原因3
vq17a8_1,8.請問您對這些地方的停車場設施不滿意的原因1
vq17a8_2,8.請問您對這些地方的停車場設施不滿意的原因2
vq17a8_3,8.請問您對這些地方的停車場設施不滿意的原因3
vq17a8_4,8.請問您對這些地方的停車場設施不滿意的原因4
vq17a8_5,8.請問您對這些地方的停車場設施不滿意的原因5
vq17a9_1,9.請問您對這些地方的遊樂設施不滿意的原因1
vq17a9_2,9.請問您對這些地方的遊樂設施不滿意的原因2
vq17a9_3,9.請問您對這些地方的遊樂設施不滿意的原因3
vq17a10_1,10.請問您對這些地方的門票收費不滿意的原因1
vq17a10_2,10.請問您對這些地方的門票收費不滿意的原因2
vq17a11_1,11.請問您對這些的地方指示牌清楚性不滿意的原因1
vq17a11_2,11.請問您對這些的地方指示牌清楚性不滿意的原因2
vq17a11_3,11.請問您對這些的地方指示牌清楚性不滿意的原因3
vq17a11_4,11.請問您對這些的地方指示牌清楚性不滿意的原因4
vq17a12_1,12.請問您對這些地方的旅遊安全性不滿意的原因1
vq17a12_2,12.請問您對這些地方的旅遊安全性不滿意的原因2
vq17a13_1,13.請問您對這些地方的交通順暢情形不滿意的原因1
vq17a13_2,13.請問您對這些地方的交通順暢情形不滿意的原因2
vq18,請問您這季有沒有受新冠肺炎疫情影響而增加或減少國內旅遊次數
vq18a_1,請問增加國內旅遊次數的原因1
vq18a_2,請問增加國內旅遊次數的原因2
vq18a_3,請問增加國內旅遊次數的原因3
vq18a_4,請問增加國內旅遊次數的原因4
vq18a_5,請問增加國內旅遊次數的原因5
vq18b_1,請問減少國內旅遊次數的原因1
vq18b_2,請問減少國內旅遊次數的原因2
vq18b_3,請問減少國內旅遊次數的原因3
vq18b_4,請問減少國內旅遊次數的原因4
vq18b5,請問減少國內旅遊次數的原因5
vq18_1,相較於之前無疫情狀態下，請問您本季的國內旅遊安排有沒有改變?
vq18_1a_1,請問您改變的旅遊安排1?
vq18_1a_2,請問您改變的旅遊安排2?
vq18_1a_3,請問您改變的旅遊安排3?
vq18_1a_4,請問您改變的旅遊安排4?
vq18_1a_5,請問您改變的旅遊安排5?
vq18_1a_6,請問您改變的旅遊安排6?
vq19,請問影響您本季出國旅遊意願最主要的原因為？
vq19a,請問您本季沒有意願出國的原因是？
vq19_1,若邊境開放，相較於之前無疫情狀態下，請問您的出國旅遊安排會不
vq19_1a_1,請問您改變的出國旅遊安排1?
vq19_1a_2,請問您改變的出國旅遊安排2?
vq19_1a_3,請問您改變的出國旅遊安排3?
vq19_1a_4,請問您改變的出國旅遊安排4?
vq19_1a_5,請問您改變的出國旅遊安排5?
vq19_1a_6,請問您改變的出國旅遊安排6?
vq20,請問您本季出國旅遊過幾次?
vq21,請問您有沒有因為出國旅遊而減少國內旅遊次數？
vq31,請問您這1季出國旅遊受新冠肺炎疫情的影響為?
vb1,請問您的年齡是
vb2,請問您的教育程度是
vb3,請問您的職業是
vb4,請問您的婚姻狀況是
vb5,請問您個人每月平均所得
vb6,居住縣市
vb7,受訪者性別
q1_year,q1_year
weight,weight
